MNIX,MNIY,MNIZ,BA,TALX,TALY,TALZ
-49,-107,-17,Outside defined BAs,-48,-105,-9
-49,-107,-11,Outside defined BAs,-48,-104,-4
-49,-107,-5,Outside defined BAs,-48,-104,1
-49,-107,1,Outside defined BAs,-48,-103,6
-49,-107,7,Outside defined BAs,-48,-103,11
-49,-107,13,Outside defined BAs,-48,-103,16
-49,-107,19,Outside defined BAs,-48,-102,21
-49,-107,25,Outside defined BAs,-48,-102,26
-49,-107,31,Outside defined BAs,-48,-101,31
-49,-107,37,Outside defined BAs,-48,-101,36
-49,-107,43,Outside defined BAs,-48,-100,41
-49,-107,49,Outside defined BAs,-48,-100,47
-49,-107,55,Outside defined BAs,-47,-100,52
-49,-107,61,Outside defined BAs,-47,-99,57
-49,-107,67,Outside defined BAs,-47,-99,62
-49,-101,-53,Outside defined BAs,-48,-102,-42
-49,-101,-47,Outside defined BAs,-48,-101,-36
-49,-101,-41,Outside defined BAs,-48,-101,-31
-49,-101,-35,Outside defined BAs,-48,-101,-26
-49,-101,-29,Outside defined BAs,-48,-100,-20
-49,-101,-23,Outside defined BAs,-48,-100,-15
-49,-101,-17,Outside defined BAs,-48,-99,-9
-49,-101,-11,Outside defined BAs,-48,-99,-4
-49,-101,-5,Outside defined BAs,-48,-98,0
-49,-101,1,Outside defined BAs,-48,-98,6
-49,-101,7,Outside defined BAs,-48,-97,11
-49,-101,13,Outside defined BAs,-48,-97,16
-49,-101,19,Outside defined BAs,-48,-97,21
-49,-101,25,Outside defined BAs,-48,-96,26
-49,-101,31,Outside defined BAs,-48,-96,31
-49,-101,37,Outside defined BAs,-48,-95,36
-49,-101,43,Outside defined BAs,-48,-95,41
-49,-101,49,Outside defined BAs,-48,-94,46
-49,-101,55,Outside defined BAs,-48,-94,51
-49,-101,61,Outside defined BAs,-48,-93,57
-49,-101,67,Outside defined BAs,-47,-93,62
-49,-95,-53,Outside defined BAs,-48,-96,-42
-49,-95,-47,Outside defined BAs,-48,-96,-37
-49,-95,-41,Outside defined BAs,-48,-95,-31
-49,-95,-35,Outside defined BAs,-49,-95,-26
-49,-95,-29,Outside defined BAs,-49,-95,-20
-49,-95,-23,Outside defined BAs,-49,-94,-15
-49,-95,-17,Outside defined BAs,-49,-94,-9
-49,-95,-11,Outside defined BAs,-49,-93,-4
-49,-95,-5,Outside defined BAs,-49,-93,0
-49,-95,1,Outside defined BAs,-49,-92,6
-49,-95,7,Outside defined BAs,-49,-92,11
-49,-95,13,Outside defined BAs,-49,-92,16
-49,-95,19,Outside defined BAs,-49,-91,21
-49,-95,25,Outside defined BAs,-48,-91,26
-49,-95,31,Outside defined BAs,-48,-90,31
-49,-95,37,Outside defined BAs,-48,-90,36
-49,-95,43,Outside defined BAs,-48,-89,41
-49,-95,49,Outside defined BAs,-48,-89,46
-49,-95,55,Outside defined BAs,-48,-88,51
-49,-95,61,Outside defined BAs,-48,-88,56
-49,-95,67,Outside defined BAs,-48,-87,62
-49,-89,-53,Outside defined BAs,-49,-91,-42
-49,-89,-47,Outside defined BAs,-49,-91,-37
-49,-89,-41,Outside defined BAs,-49,-90,-31
-49,-89,-35,Outside defined BAs,-49,-90,-26
-49,-89,-29,Outside defined BAs,-49,-89,-20
-49,-89,-23,Outside defined BAs,-49,-89,-15
-49,-89,-17,Outside defined BAs,-49,-88,-9
-49,-89,-11,Outside defined BAs,-49,-88,-4
-49,-89,-5,Outside defined BAs,-49,-87,0
-49,-89,1,Outside defined BAs,-49,-87,5
-49,-89,7,Outside defined BAs,-49,-87,11
-49,-89,13,Outside defined BAs,-49,-86,16
-49,-89,19,Outside defined BAs,-49,-86,21
-49,-89,25,Outside defined BAs,-49,-85,26
-49,-89,31,Outside defined BAs,-49,-85,31
-49,-89,37,Outside defined BAs,-49,-84,36
-49,-89,43,Outside defined BAs,-48,-84,41
-49,-89,49,Outside defined BAs,-48,-83,46
-49,-89,55,Outside defined BAs,-48,-83,51
-49,-89,61,Outside defined BAs,-48,-82,56
-49,-89,67,Outside defined BAs,-48,-82,61
-49,-83,-53,Outside defined BAs,-49,-86,-42
-49,-83,-47,Outside defined BAs,-49,-85,-37
-49,-83,-41,Outside defined BAs,-49,-85,-31
-49,-83,-35,Outside defined BAs,-49,-84,-26
-49,-83,-29,Outside defined BAs,-49,-84,-21
-49,-83,-23,Outside defined BAs,-49,-83,-15
-49,-83,-17,Outside defined BAs,-49,-83,-10
-49,-83,-11,Outside defined BAs,-49,-82,-4
-49,-83,-5,Outside defined BAs,-49,-82,0
-49,-83,1,Outside defined BAs,-49,-81,5
-49,-83,7,Left-VisualAssoc (19),-49,-81,11
-49,-83,13,Outside defined BAs,-49,-81,16
-49,-83,19,Outside defined BAs,-49,-80,21
-49,-83,25,Outside defined BAs,-49,-80,26
-49,-83,31,Outside defined BAs,-49,-79,31
-49,-83,37,Outside defined BAs,-49,-79,36
-49,-83,43,Outside defined BAs,-49,-78,41
-49,-83,49,Outside defined BAs,-49,-78,46
-49,-83,55,Outside defined BAs,-48,-77,51
-49,-83,61,Outside defined BAs,-48,-77,56
-49,-83,67,Outside defined BAs,-48,-76,61
-49,-77,-53,Outside defined BAs,-49,-80,-43
-49,-77,-47,Outside defined BAs,-49,-80,-37
-49,-77,-41,Outside defined BAs,-49,-79,-32
-49,-77,-35,Outside defined BAs,-49,-79,-26
-49,-77,-29,Outside defined BAs,-49,-78,-21
-49,-77,-23,Outside defined BAs,-49,-78,-15
-49,-77,-17,Outside defined BAs,-49,-77,-10
-49,-77,-11,Left-VisualAssoc (19),-49,-77,-4
-49,-77,-5,Left-VisualAssoc (19),-49,-76,0
-49,-77,1,Left-VisualAssoc (19),-49,-76,5
-49,-77,7,Left-VisualAssoc (19),-49,-76,11
-49,-77,13,Left-VisualAssoc (19),-49,-75,16
-49,-77,19,Outside defined BAs,-49,-75,21
-49,-77,25,Outside defined BAs,-49,-74,26
-49,-77,31,Outside defined BAs,-49,-74,31
-49,-77,37,Outside defined BAs,-49,-73,36
-49,-77,43,Outside defined BAs,-49,-73,41
-49,-77,49,Outside defined BAs,-49,-72,46
-49,-77,55,Outside defined BAs,-49,-72,51
-49,-77,61,Outside defined BAs,-48,-71,56
-49,-77,67,Outside defined BAs,-48,-71,61
-49,-71,-53,Outside defined BAs,-49,-75,-43
-49,-71,-47,Outside defined BAs,-49,-74,-37
-49,-71,-41,Outside defined BAs,-49,-74,-32
-49,-71,-35,Outside defined BAs,-49,-73,-26
-49,-71,-29,Outside defined BAs,-48,-73,-21
-49,-71,-23,Outside defined BAs,-48,-72,-15
-49,-71,-17,Left-Fusiform (37),-48,-72,-10
-49,-71,-11,Left-VisualAssoc (19),-48,-71,-4
-49,-71,-5,Left-VisualAssoc (19),-48,-71,0
-49,-71,1,Left-VisualAssoc (19),-48,-70,6
-49,-71,7,Left-VisualAssoc (19),-49,-70,11
-49,-71,13,Left-VisualAssoc (19),-49,-70,16
-49,-71,19,Left-AngGyrus (39),-49,-69,21
-49,-71,25,Left-AngGyrus (39),-49,-69,26
-49,-71,31,Left-AngGyrus (39),-49,-68,31
-49,-71,37,Left-AngGyrus (39),-49,-68,36
-49,-71,43,Outside defined BAs,-49,-67,41
-49,-71,49,Outside defined BAs,-49,-67,46
-49,-71,55,Outside defined BAs,-49,-66,51
-49,-71,61,Outside defined BAs,-49,-66,56
-49,-71,67,Outside defined BAs,-49,-65,61
-49,-65,-53,Outside defined BAs,-49,-69,-43
-49,-65,-47,Outside defined BAs,-49,-68,-37
-49,-65,-41,Outside defined BAs,-48,-68,-32
-49,-65,-35,Outside defined BAs,-48,-67,-26
-49,-65,-29,Outside defined BAs,-48,-67,-21
-49,-65,-23,Outside defined BAs,-48,-66,-15
-49,-65,-17,Left-Fusiform (37),-47,-66,-10
-49,-65,-11,Left-Fusiform (37),-47,-65,-4
-49,-65,-5,Left-Fusiform (37),-48,-65,0
-49,-65,1,Left-VisualAssoc (19),-48,-64,6
-49,-65,7,Left-VisualAssoc (19),-48,-64,11
-49,-65,13,Left-AngGyrus (39),-48,-64,16
-49,-65,19,Left-AngGyrus (39),-49,-63,21
-49,-65,25,Left-AngGyrus (39),-49,-63,26
-49,-65,31,Left-AngGyrus (39),-49,-63,31
-49,-65,37,Left-AngGyrus (39),-49,-62,36
-49,-65,43,Left-AngGyrus (39),-49,-62,41
-49,-65,49,Outside defined BAs,-49,-61,46
-49,-65,55,Outside defined BAs,-49,-61,51
-49,-65,61,Outside defined BAs,-49,-60,56
-49,-65,67,Outside defined BAs,-49,-60,61
-49,-59,-53,Outside defined BAs,-48,-63,-43
-49,-59,-47,Outside defined BAs,-48,-62,-37
-49,-59,-41,Outside defined BAs,-48,-62,-32
-49,-59,-35,Outside defined BAs,-47,-61,-26
-49,-59,-29,Outside defined BAs,-47,-61,-21
-49,-59,-23,Left-Fusiform (37),-47,-60,-15
-49,-59,-17,Left-Fusiform (37),-47,-60,-10
-49,-59,-11,Left-Fusiform (37),-47,-59,-4
-49,-59,-5,Left-Fusiform (37),-47,-59,0
-49,-59,1,Left-Fusiform (37),-47,-59,5
-49,-59,7,Left-AngGyrus (39),-48,-58,11
-49,-59,13,Left-AngGyrus (39),-48,-58,16
-49,-59,19,Left-AngGyrus (39),-48,-58,21
-49,-59,25,Left-AngGyrus (39),-48,-57,26
-49,-59,31,Left-AngGyrus (39),-49,-57,31
-49,-59,37,Left-AngGyrus (39),-49,-56,36
-49,-59,43,Left-AngGyrus (39),-49,-56,41
-49,-59,49,Left-AngGyrus (39),-49,-56,46
-49,-59,55,Outside defined BAs,-49,-55,51
-49,-59,61,Outside defined BAs,-49,-55,56
-49,-59,67,Outside defined BAs,-49,-54,61
-49,-53,-53,Outside defined BAs,-48,-57,-43
-49,-53,-47,Outside defined BAs,-48,-56,-37
-49,-53,-41,Outside defined BAs,-47,-56,-32
-49,-53,-35,Outside defined BAs,-47,-55,-26
-49,-53,-29,Outside defined BAs,-46,-55,-21
-49,-53,-23,Left-Fusiform (37),-46,-54,-15
-49,-53,-17,Left-Fusiform (37),-46,-54,-10
-49,-53,-11,Left-Fusiform (37),-46,-53,-4
-49,-53,-5,Left-Fusiform (37),-46,-53,0
-49,-53,1,Left-Fusiform (37),-47,-53,5
-49,-53,7,Left-AngGyrus (39),-47,-52,10
-49,-53,13,Left-AngGyrus (39),-47,-52,15
-49,-53,19,Left-AngGyrus (39),-48,-52,21
-49,-53,25,Left-AngGyrus (39),-48,-51,26
-49,-53,31,Left-AngGyrus (39),-48,-51,31
-49,-53,37,Left-AngGyrus (39),-49,-51,36
-49,-53,43,Left-AngGyrus (39),-49,-50,41
-49,-53,49,Left-AngGyrus (39),-49,-50,46
-49,-53,55,Left-AngGyrus (39),-49,-49,51
-49,-53,61,Outside defined BAs,-49,-49,56
-49,-53,67,Outside defined BAs,-49,-48,61
-49,-47,-53,Outside defined BAs,-48,-51,-43
-49,-47,-47,Outside defined BAs,-47,-50,-37
-49,-47,-41,Outside defined BAs,-47,-50,-32
-49,-47,-35,Outside defined BAs,-46,-49,-26
-49,-47,-29,Left-Fusiform (37),-46,-49,-21
-49,-47,-23,Left-Fusiform (37),-46,-48,-15
-49,-47,-17,Left-Fusiform (37),-46,-48,-10
-49,-47,-11,Left-Fusiform (37),-46,-48,-4
-49,-47,-5,Outside defined BAs,-46,-47,0
-49,-47,1,Left-MedTempGyrus (21),-46,-47,5
-49,-47,7,Left-MedTempGyrus (21),-47,-47,10
-49,-47,13,Left-AngGyrus (39),-47,-46,15
-49,-47,19,Left-AngGyrus (39),-48,-46,20
-49,-47,25,Left-AngGyrus (39),-48,-45,25
-49,-47,31,Left-AngGyrus (39),-48,-45,30
-49,-47,37,Left-AngGyrus (39),-49,-45,36
-49,-47,43,Left-AngGyrus (39),-49,-44,41
-49,-47,49,Left-SupramargGyr (40),-49,-44,46
-49,-47,55,Left-SupramargGyr (40),-49,-44,51
-49,-47,61,Outside defined BAs,-49,-43,56
-49,-47,67,Outside defined BAs,-49,-43,61
-49,-41,-53,Outside defined BAs,-47,-45,-43
-49,-41,-47,Outside defined BAs,-47,-44,-37
-49,-41,-41,Outside defined BAs,-46,-44,-32
-49,-41,-35,Outside defined BAs,-46,-43,-27
-49,-41,-29,Left-InfTempGyrus (20),-46,-43,-21
-49,-41,-23,Left-Fusiform (37),-46,-42,-16
-49,-41,-17,Left-Fusiform (37),-45,-42,-10
-49,-41,-11,Outside defined BAs,-46,-42,-5
-49,-41,-5,Outside defined BAs,-46,-41,0
-49,-41,1,Left-MedTempGyrus (21),-46,-41,5
-49,-41,7,Left-MedTempGyrus (21),-46,-41,10
-49,-41,13,Left-SupTempGyrus (22),-47,-40,15
-49,-41,19,Left-SupTempGyrus (22),-47,-40,20
-49,-41,25,Left-AngGyrus (39),-48,-40,25
-49,-41,31,Left-AngGyrus (39),-48,-39,30
-49,-41,37,Left-SupramargGyr (40),-48,-39,35
-49,-41,43,Left-SupramargGyr (40),-49,-39,41
-49,-41,49,Left-SupramargGyr (40),-49,-38,46
-49,-41,55,Left-SupramargGyr (40),-49,-38,51
-49,-41,61,Outside defined BAs,-49,-37,56
-49,-41,67,Outside defined BAs,-49,-37,61
-49,-35,-53,Outside defined BAs,-47,-39,-43
-49,-35,-47,Outside defined BAs,-47,-38,-38
-49,-35,-41,Outside defined BAs,-46,-38,-32
-49,-35,-35,Outside defined BAs,-46,-37,-27
-49,-35,-29,Left-InfTempGyrus (20),-46,-37,-21
-49,-35,-23,Left-InfTempGyrus (20),-45,-37,-16
-49,-35,-17,Left-InfTempGyrus (20),-45,-36,-10
-49,-35,-11,Outside defined BAs,-45,-36,-5
-49,-35,-5,Left-MedTempGyrus (21),-46,-36,0
-49,-35,1,Left-MedTempGyrus (21),-46,-35,5
-49,-35,7,Left-SupTempGyrus (22),-46,-35,10
-49,-35,13,Left-PrimAuditory (41),-47,-35,15
-49,-35,19,Left-SupramargGyr (40),-47,-34,20
-49,-35,25,Left-SupramargGyr (40),-47,-34,25
-49,-35,31,Left-SupramargGyr (40),-48,-33,30
-49,-35,37,Left-SupramargGyr (40),-48,-33,35
-49,-35,43,Left-SupramargGyr (40),-48,-33,40
-49,-35,49,Left-PrimSensory (1),-49,-32,46
-49,-35,55,Left-PrimSensory (1),-49,-32,51
-49,-35,61,Left-PrimSensory (1),-49,-32,56
-49,-35,67,Outside defined BAs,-49,-31,61
-49,-29,-53,Outside defined BAs,-47,-33,-43
-49,-29,-47,Outside defined BAs,-47,-32,-38
-49,-29,-41,Outside defined BAs,-46,-32,-32
-49,-29,-35,Outside defined BAs,-46,-31,-27
-49,-29,-29,Outside defined BAs,-46,-31,-22
-49,-29,-23,Left-InfTempGyrus (20),-46,-31,-16
-49,-29,-17,Left-InfTempGyrus (20),-45,-30,-11
-49,-29,-11,Left-MedTempGyrus (21),-46,-30,-5
-49,-29,-5,Left-MedTempGyrus (21),-46,-30,0
-49,-29,1,Left-SupTempGyrus (22),-46,-29,4
-49,-29,7,Left-PrimAuditory (41),-46,-29,9
-49,-29,13,Left-SupramargGyr (40),-47,-29,15
-49,-29,19,Left-SupramargGyr (40),-47,-28,20
-49,-29,25,Left-SupramargGyr (40),-47,-28,25
-49,-29,31,Left-SupramargGyr (40),-48,-28,30
-49,-29,37,Left-SupramargGyr (40),-48,-27,35
-49,-29,43,Left-SupramargGyr (40),-48,-27,40
-49,-29,49,Left-SupramargGyr (40),-49,-26,45
-49,-29,55,Left-PrimSensory (1),-49,-26,51
-49,-29,61,Left-PrimSensory (1),-49,-26,56
-49,-29,67,Outside defined BAs,-49,-25,61
-49,-23,-53,Outside defined BAs,-47,-27,-44
-49,-23,-47,Outside defined BAs,-47,-26,-38
-49,-23,-41,Outside defined BAs,-46,-26,-33
-49,-23,-35,Outside defined BAs,-46,-26,-27
-49,-23,-29,Left-InfTempGyrus (20),-46,-25,-22
-49,-23,-23,Left-InfTempGyrus (20),-46,-25,-16
-49,-23,-17,Left-MedTempGyrus (21),-46,-25,-11
-49,-23,-11,Left-MedTempGyrus (21),-46,-24,-5
-49,-23,-5,Left-SupTempGyrus (22),-46,-24,0
-49,-23,1,Left-PrimAuditory (41),-46,-24,4
-49,-23,7,Left-PrimAuditory (41),-46,-23,9
-49,-23,13,Left-SupramargGyr (40),-47,-23,14
-49,-23,19,Left-SupramargGyr (40),-47,-23,20
-49,-23,25,Left-PrimSensory (1),-47,-22,25
-49,-23,31,Left-SupramargGyr (40),-47,-22,30
-49,-23,37,Left-SupramargGyr (40),-48,-21,35
-49,-23,43,Left-PrimSensory (1),-48,-21,40
-49,-23,49,Left-PrimSensory (1),-49,-21,45
-49,-23,55,Left-PrimSensory (1),-49,-20,50
-49,-23,61,Left-PrimSensory (1),-49,-20,56
-49,-23,67,Outside defined BAs,-49,-19,61
-49,-17,-53,Outside defined BAs,-47,-21,-44
-49,-17,-47,Outside defined BAs,-47,-21,-38
-49,-17,-41,Outside defined BAs,-47,-20,-33
-49,-17,-35,Left-InfTempGyrus (20),-46,-20,-27
-49,-17,-29,Left-InfTempGyrus (20),-46,-19,-22
-49,-17,-23,Left-InfTempGyrus (20),-46,-19,-16
-49,-17,-17,Left-MedTempGyrus (21),-46,-19,-11
-49,-17,-11,Left-SupTempGyrus (22),-46,-19,-6
-49,-17,-5,Left-SupTempGyrus (22),-46,-18,0
-49,-17,1,Left-PrimAuditory (41),-46,-18,4
-49,-17,7,Left-PrimAuditory (41),-46,-18,9
-49,-17,13,Left-PrimSensory (1),-47,-17,14
-49,-17,19,Outside defined BAs,-47,-17,19
-49,-17,25,Outside defined BAs,-47,-17,25
-49,-17,31,Left-PrimSensory (1),-47,-16,30
-49,-17,37,Left-PrimSensory (1),-48,-16,35
-49,-17,43,Left-PrimSensory (1),-48,-15,40
-49,-17,49,Left-PrimSensory (1),-48,-15,45
-49,-17,55,Left-PrimSensory (1),-49,-14,50
-49,-17,61,Outside defined BAs,-49,-14,56
-49,-17,67,Outside defined BAs,-49,-13,61
-49,-11,-53,Outside defined BAs,-47,-16,-44
-49,-11,-47,Outside defined BAs,-47,-15,-38
-49,-11,-41,Left-InfTempGyrus (20),-47,-15,-33
-49,-11,-35,Left-InfTempGyrus (20),-47,-14,-27
-49,-11,-29,Left-InfTempGyrus (20),-46,-14,-22
-49,-11,-23,Left-MedTempGyrus (21),-46,-14,-16
-49,-11,-17,Left-MedTempGyrus (21),-46,-13,-11
-49,-11,-11,Left-SupTempGyrus (22),-46,-13,-6
-49,-11,-5,Left-SupTempGyrus (22),-46,-13,0
-49,-11,1,Left-PrimAuditory (41),-46,-12,4
-49,-11,7,Left-PrimAuditory (41),-46,-12,9
-49,-11,13,Left-PrimMotor (4),-47,-12,14
-49,-11,19,Left-PrimMotor (4),-47,-11,19
-49,-11,25,Outside defined BAs,-47,-11,25
-49,-11,31,Left-PrimMotor (4),-47,-10,30
-49,-11,37,Left-PrimMotor (4),-48,-10,35
-49,-11,43,Left-PrimMotor (4),-48,-9,40
-49,-11,49,Left-PrimMotor (4),-48,-9,45
-49,-11,55,Outside defined BAs,-49,-8,50
-49,-11,61,Outside defined BAs,-49,-8,56
-49,-11,67,Outside defined BAs,-49,-7,61
-49,-5,-53,Outside defined BAs,-48,-10,-44
-49,-5,-47,Outside defined BAs,-47,-9,-39
-49,-5,-41,Left-InfTempGyrus (20),-47,-9,-33
-49,-5,-35,Left-InfTempGyrus (20),-47,-9,-27
-49,-5,-29,Left-MedTempGyrus (21),-47,-8,-22
-49,-5,-23,Left-MedTempGyrus (21),-47,-8,-17
-49,-5,-17,Left-MedTempGyrus (21),-46,-8,-11
-49,-5,-11,Left-SupTempGyrus (22),-46,-7,-6
-49,-5,-5,Left-SupTempGyrus (22),-46,-7,0
-49,-5,1,Left-PreMot+SuppMot (6),-46,-7,4
-49,-5,7,Left-PreMot+SuppMot (6),-46,-7,9
-49,-5,13,Left-PreMot+SuppMot (6),-47,-6,14
-49,-5,19,Left-PreMot+SuppMot (6),-47,-6,19
-49,-5,25,Left-PreMot+SuppMot (6),-47,-5,25
-49,-5,31,Left-PreMot+SuppMot (6),-47,-5,30
-49,-5,37,Left-PreMot+SuppMot (6),-48,-4,35
-49,-5,43,Left-PreMot+SuppMot (6),-48,-3,40
-49,-5,49,Left-PreMot+SuppMot (6),-48,-3,45
-49,-5,55,Left-PreMot+SuppMot (6),-49,-2,50
-49,-5,61,Outside defined BAs,-49,-2,56
-49,-5,67,Outside defined BAs,-49,-1,60
-49,1,-53,Outside defined BAs,-48,-5,-44
-49,1,-47,Outside defined BAs,-48,-4,-39
-49,1,-41,Left-InfTempGyrus (20),-47,-4,-33
-49,1,-35,Left-Temporalpole (38),-47,-3,-28
-49,1,-29,Left-Temporalpole (38),-47,-3,-22
-49,1,-23,Left-Temporalpole (38),-47,-3,-17
-49,1,-17,Left-Temporalpole (38),-47,-2,-11
-49,1,-11,Left-SupTempGyrus (22),-47,-2,-6
-49,1,-5,Left-SupTempGyrus (22),-47,-2,0
-49,1,1,Left-PreMot+SuppMot (6),-47,-1,4
-49,1,7,Left-PreMot+SuppMot (6),-46,-1,9
-49,1,13,Left-PreMot+SuppMot (6),-47,0,14
-49,1,19,Left-PreMot+SuppMot (6),-47,0,19
-49,1,25,Left-PreMot+SuppMot (6),-47,0,25
-49,1,31,Left-PreMot+SuppMot (6),-47,0,30
-49,1,37,Left-PreMot+SuppMot (6),-48,1,35
-49,1,43,Left-PreMot+SuppMot (6),-48,1,40
-49,1,49,Left-PreMot+SuppMot (6),-48,2,45
-49,1,55,Left-PreMot+SuppMot (6),-48,3,50
-49,1,61,Outside defined BAs,-49,3,55
-49,1,67,Outside defined BAs,-49,4,60
-49,7,-53,Outside defined BAs,-48,0,-44
-49,7,-47,Outside defined BAs,-48,0,-39
-49,7,-41,Left-InfTempGyrus (20),-48,1,-33
-49,7,-35,Left-Temporalpole (38),-47,1,-28
-49,7,-29,Left-Temporalpole (38),-47,2,-22
-49,7,-23,Left-Temporalpole (38),-47,2,-17
-49,7,-17,Left-Temporalpole (38),-47,2,-11
-49,7,-11,Left-SupTempGyrus (22),-47,3,-6
-49,7,-5,Outside defined BAs,-47,3,0
-49,7,1,Outside defined BAs,-47,4,4
-49,7,7,Left-Broca-Operc (44),-47,4,9
-49,7,13,Left-Broca-Operc (44),-47,5,14
-49,7,19,Left-Broca-Operc (44),-47,5,19
-49,7,25,Left-Broca-Operc (44),-47,6,25
-49,7,31,Left-PreMot+SuppMot (6),-47,6,30
-49,7,37,Left-PreMot+SuppMot (6),-47,7,35
-49,7,43,Left-PreMot+SuppMot (6),-48,8,40
-49,7,49,Left-PreMot+SuppMot (6),-48,8,45
-49,7,55,Outside defined BAs,-48,9,50
-49,7,61,Outside defined BAs,-48,9,55
-49,7,67,Outside defined BAs,-48,10,60
-49,13,-53,Outside defined BAs,-48,6,-45
-49,13,-47,Outside defined BAs,-48,6,-39
-49,13,-41,Outside defined BAs,-48,7,-33
-49,13,-35,Left-Temporalpole (38),-48,7,-28
-49,13,-29,Left-Temporalpole (38),-48,7,-22
-49,13,-23,Left-Temporalpole (38),-47,8,-17
-49,13,-17,Left-Temporalpole (38),-47,8,-11
-49,13,-11,Left-Temporalpole (38),-47,9,-6
-49,13,-5,Outside defined BAs,-47,9,0
-49,13,1,Left-Broca-Operc (44),-47,10,4
-49,13,7,Left-Broca-Operc (44),-47,10,9
-49,13,13,Left-Broca-Operc (44),-47,11,14
-49,13,19,Left-Broca-Operc (44),-47,11,19
-49,13,25,Left-Broca-Operc (44),-47,12,24
-49,13,31,Left-Broca-Operc (44),-47,12,30
-49,13,37,Left-FrontEyeFields (8),-48,13,35
-49,13,43,Left-FrontEyeFields (8),-48,14,40
-49,13,49,Outside defined BAs,-48,14,45
-49,13,55,Outside defined BAs,-48,15,50
-49,13,61,Outside defined BAs,-48,16,55
-49,13,67,Outside defined BAs,-48,16,60
-49,19,-53,Outside defined BAs,-48,12,-45
-49,19,-47,Outside defined BAs,-48,12,-39
-49,19,-41,Outside defined BAs,-48,12,-34
-49,19,-35,Left-Temporalpole (38),-48,13,-28
-49,19,-29,Left-Temporalpole (38),-48,13,-22
-49,19,-23,Left-Temporalpole (38),-48,14,-17
-49,19,-17,Left-Temporalpole (38),-48,14,-11
-49,19,-11,Left-ParsOrbitalis (47),-47,15,-6
-49,19,-5,Left-ParsOrbitalis (47),-47,15,-1
-49,19,1,Left-Broca-Triang (45),-47,16,4
-49,19,7,Left-Broca-Triang (45),-47,16,9
-49,19,13,Left-Broca-Operc (44),-47,17,14
-49,19,19,Left-Broca-Operc (44),-47,17,19
-49,19,25,Left-Broca-Operc (44),-47,18,24
-49,19,31,Left-dlPFC(dorsal) (9),-47,19,30
-49,19,37,Left-FrontEyeFields (8),-48,19,35
-49,19,43,Left-FrontEyeFields (8),-48,20,40
-49,19,49,Outside defined BAs,-48,20,45
-49,19,55,Outside defined BAs,-48,21,50
-49,19,61,Outside defined BAs,-48,22,55
-49,19,67,Outside defined BAs,-48,22,60
-49,25,-53,Outside defined BAs,-48,18,-45
-49,25,-47,Outside defined BAs,-48,18,-39
-49,25,-41,Outside defined BAs,-48,18,-34
-49,25,-35,Outside defined BAs,-48,19,-28
-49,25,-29,Outside defined BAs,-48,19,-23
-49,25,-23,Outside defined BAs,-48,20,-17
-49,25,-17,Outside defined BAs,-48,20,-12
-49,25,-11,Left-ParsOrbitalis (47),-48,21,-6
-49,25,-5,Left-ParsOrbitalis (47),-47,21,-1
-49,25,1,Left-Broca-Triang (45),-47,22,3
-49,25,7,Left-Broca-Triang (45),-47,22,9
-49,25,13,Left-Broca-Triang (45),-47,23,14
-49,25,19,Left-Broca-Operc (44),-47,23,19
-49,25,25,Left-Broca-Operc (44),-47,24,24
-49,25,31,Left-dlPFC(dorsal) (9),-48,25,29
-49,25,37,Left-dlPFC(dorsal) (9),-48,25,35
-49,25,43,Outside defined BAs,-48,26,40
-49,25,49,Outside defined BAs,-48,26,45
-49,25,55,Outside defined BAs,-48,27,50
-49,25,61,Outside defined BAs,-48,27,55
-49,25,67,Outside defined BAs,-48,28,60
-49,31,-53,Outside defined BAs,-48,24,-45
-49,31,-47,Outside defined BAs,-48,24,-40
-49,31,-41,Outside defined BAs,-48,24,-34
-49,31,-35,Outside defined BAs,-48,25,-29
-49,31,-29,Outside defined BAs,-48,25,-23
-49,31,-23,Outside defined BAs,-48,26,-18
-49,31,-17,Left-ParsOrbitalis (47),-48,26,-12
-49,31,-11,Left-ParsOrbitalis (47),-48,27,-7
-49,31,-5,Left-ParsOrbitalis (47),-48,27,-1
-49,31,1,Left-Broca-Triang (45),-48,28,3
-49,31,7,Left-Broca-Triang (45),-48,28,8
-49,31,13,Left-dlPFC(lat) (46),-48,29,14
-49,31,19,Left-dlPFC(lat) (46),-48,30,19
-49,31,25,Left-dlPFC(dorsal) (9),-48,30,24
-49,31,31,Left-dlPFC(dorsal) (9),-48,31,29
-49,31,37,Left-dlPFC(dorsal) (9),-48,31,34
-49,31,43,Outside defined BAs,-48,32,40
-49,31,49,Outside defined BAs,-48,32,45
-49,31,55,Outside defined BAs,-48,33,50
-49,31,61,Outside defined BAs,-48,33,55
-49,31,67,Outside defined BAs,-48,34,59
-49,37,-53,Outside defined BAs,-48,30,-45
-49,37,-47,Outside defined BAs,-48,30,-40
-49,37,-41,Outside defined BAs,-48,30,-34
-49,37,-35,Outside defined BAs,-48,31,-29
-49,37,-29,Outside defined BAs,-48,31,-23
-49,37,-23,Outside defined BAs,-48,32,-18
-49,37,-17,Outside defined BAs,-48,32,-13
-49,37,-11,Left-ParsOrbitalis (47),-48,33,-7
-49,37,-5,Left-ParsOrbitalis (47),-48,33,-1
-49,37,1,Left-Broca-Triang (45),-48,34,3
-49,37,7,Left-Broca-Triang (45),-48,35,8
